,Date Reported,Fiscal Year,Department,Category,Sex,Race/Ethnicity,Value
13700,2018-06-30,2018,Dispatch,Total Employees,Total,White,41.0
13701,2018-06-30,2018,Economic Development,Total Employees,Female,Asian,0.0
13702,2018-06-30,2018,Economic Development,Total Employees,Female,Black/African-American,0.0
13703,2018-06-30,2018,Economic Development,Total Employees,Female,Hispanic/Latino,0.0
13704,2018-06-30,2018,Economic Development,Total Employees,Female,Multiracial,0.0
13705,2018-06-30,2018,Economic Development,Total Employees,Female,Native American,0.0
13706,2018-06-30,2018,Economic Development,Total Employees,Female,Total,3.0
13707,2018-06-30,2018,Economic Development,Total Employees,Female,White,3.0
13708,2018-06-30,2018,Economic Development,Total Employees,Male,Asian,0.0
13709,2018-06-30,2018,Economic Development,Total Employees,Male,Black/African-American,1.0
13710,2018-06-30,2018,Economic Development,Total Employees,Male,Hispanic/Latino,0.0
13711,2018-06-30,2018,Economic Development,Total Employees,Male,Multiracial,0.0
13712,2018-06-30,2018,Economic Development,Total Employees,Male,Native American,0.0
13713,2018-06-30,2018,Economic Development,Total Employees,Male,Total,3.0
13714,2018-06-30,2018,Economic Development,Total Employees,Male,White,2.0
13715,2018-06-30,2018,Economic Development,Total Employees,Total,Asian,0.0
13716,2018-06-30,2018,Economic Development,Total Employees,Total,Black/African-American,1.0
13717,2018-06-30,2018,Economic Development,Total Employees,Total,Hispanic/Latino,0.0
13718,2018-06-30,2018,Economic Development,Total Employees,Total,Multiracial,0.0
13719,2018-06-30,2018,Economic Development,Total Employees,Total,Native American,0.0
13720,2018-06-30,2018,Economic Development,Total Employees,Total,Total,6.0
13721,2018-06-30,2018,Economic Development,Total Employees,Total,White,5.0
13722,2018-06-30,2018,Engineering,Total Employees,Female,Asian,0.0
13723,2018-06-30,2018,Engineering,Total Employees,Female,Black/African-American,0.0
13724,2018-06-30,2018,Engineering,Total Employees,Female,Hispanic/Latino,1.0
13725,2018-06-30,2018,Engineering,Total Employees,Female,Multiracial,0.0
13726,2018-06-30,2018,Engineering,Total Employees,Female,Native American,0.0
13727,2018-06-30,2018,Engineering,Total Employees,Female,Total,11.0
13728,2018-06-30,2018,Engineering,Total Employees,Female,White,10.0
13729,2018-06-30,2018,Engineering,Total Employees,Male,Asian,0.0
13730,2018-06-30,2018,Engineering,Total Employees,Male,Black/African-American,1.0
13731,2018-06-30,2018,Engineering,Total Employees,Male,Hispanic/Latino,1.0
13732,2018-06-30,2018,Engineering,Total Employees,Male,Multiracial,0.0
13733,2018-06-30,2018,Engineering,Total Employees,Male,Native American,0.0
13734,2018-06-30,2018,Engineering,Total Employees,Male,Total,21.0
13735,2018-06-30,2018,Engineering,Total Employees,Male,White,19.0
13736,2018-06-30,2018,Engineering,Total Employees,Total,Asian,0.0
13737,2018-06-30,2018,Engineering,Total Employees,Total,Black/African-American,1.0
13738,2018-06-30,2018,Engineering,Total Employees,Total,Hispanic/Latino,2.0
13739,2018-06-30,2018,Engineering,Total Employees,Total,Multiracial,0.0
13740,2018-06-30,2018,Engineering,Total Employees,Total,Native American,0.0
13741,2018-06-30,2018,Engineering,Total Employees,Total,Total,32.0
13742,2018-06-30,2018,Engineering,Total Employees,Total,White,29.0
13743,2018-06-30,2018,Environmental Services,Total Employees,Female,Asian,0.0
13744,2018-06-30,2018,Environmental Services,Total Employees,Female,Black/African-American,0.0
13745,2018-06-30,2018,Environmental Services,Total Employees,Female,Hispanic/Latino,1.0
13746,2018-06-30,2018,Environmental Services,Total Employees,Female,Multiracial,0.0
13747,2018-06-30,2018,Environmental Services,Total Employees,Female,Native American,0.0
13748,2018-06-30,2018,Environmental Services,Total Employees,Female,Total,13.0
13749,2018-06-30,2018,Environmental Services,Total Employees,Female,White,12.0
13750,2018-06-30,2018,Environmental Services,Total Employees,Male,Asian,0.0
13751,2018-06-30,2018,Environmental Services,Total Employees,Male,Black/African-American,4.0
13752,2018-06-30,2018,Environmental Services,Total Employees,Male,Hispanic/Latino,2.0
13753,2018-06-30,2018,Environmental Services,Total Employees,Male,Multiracial,1.0
13754,2018-06-30,2018,Environmental Services,Total Employees,Male,Native American,0.0
13755,2018-06-30,2018,Environmental Services,Total Employees,Male,Total,89.0
13756,2018-06-30,2018,Environmental Services,Total Employees,Male,White,82.0
13757,2018-06-30,2018,Environmental Services,Total Employees,Total,Asian,0.0
13758,2018-06-30,2018,Environmental Services,Total Employees,Total,Black/African-American,4.0
13759,2018-06-30,2018,Environmental Services,Total Employees,Total,Hispanic/Latino,3.0
13760,2018-06-30,2018,Environmental Services,Total Employees,Total,Multiracial,1.0
13761,2018-06-30,2018,Environmental Services,Total Employees,Total,Native American,0.0
13762,2018-06-30,2018,Environmental Services,Total Employees,Total,Total,102.0
13763,2018-06-30,2018,Environmental Services,Total Employees,Total,White,94.0
13764,2018-06-30,2018,Executive Office,Total Employees,Female,Asian,0.0
13765,2018-06-30,2018,Executive Office,Total Employees,Female,Black/African-American,0.0
13766,2018-06-30,2018,Executive Office,Total Employees,Female,Hispanic/Latino,1.0
13767,2018-06-30,2018,Executive Office,Total Employees,Female,Multiracial,0.0
13768,2018-06-30,2018,Executive Office,Total Employees,Female,Native American,1.0
13769,2018-06-30,2018,Executive Office,Total Employees,Female,Total,5.0
13770,2018-06-30,2018,Executive Office,Total Employees,Female,White,3.0
13771,2018-06-30,2018,Executive Office,Total Employees,Male,Asian,0.0
13772,2018-06-30,2018,Executive Office,Total Employees,Male,Black/African-American,3.0
13773,2018-06-30,2018,Executive Office,Total Employees,Male,Hispanic/Latino,1.0
13774,2018-06-30,2018,Executive Office,Total Employees,Male,Multiracial,0.0
13775,2018-06-30,2018,Executive Office,Total Employees,Male,Native American,0.0
13776,2018-06-30,2018,Executive Office,Total Employees,Male,Total,6.0
13777,2018-06-30,2018,Executive Office,Total Employees,Male,White,2.0
13778,2018-06-30,2018,Executive Office,Total Employees,Total,Asian,0.0
13779,2018-06-30,2018,Executive Office,Total Employees,Total,Black/African-American,3.0
13780,2018-06-30,2018,Executive Office,Total Employees,Total,Hispanic/Latino,2.0
13781,2018-06-30,2018,Executive Office,Total Employees,Total,Multiracial,0.0
13782,2018-06-30,2018,Executive Office,Total Employees,Total,Native American,1.0
13783,2018-06-30,2018,Executive Office,Total Employees,Total,Total,11.0
13784,2018-06-30,2018,Executive Office,Total Employees,Total,White,5.0
13785,2018-06-30,2018,Facilities and Fleet,Total Employees,Female,Asian,0.0
13786,2018-06-30,2018,Facilities and Fleet,Total Employees,Female,Black/African-American,0.0
13787,2018-06-30,2018,Facilities and Fleet,Total Employees,Female,Hispanic/Latino,0.0
13788,2018-06-30,2018,Facilities and Fleet,Total Employees,Female,Multiracial,1.0
13789,2018-06-30,2018,Facilities and Fleet,Total Employees,Female,Native American,0.0
13790,2018-06-30,2018,Facilities and Fleet,Total Employees,Female,Total,5.0
13791,2018-06-30,2018,Facilities and Fleet,Total Employees,Female,White,4.0
13792,2018-06-30,2018,Facilities and Fleet,Total Employees,Male,Asian,0.0
13793,2018-06-30,2018,Facilities and Fleet,Total Employees,Male,Black/African-American,1.0
13794,2018-06-30,2018,Facilities and Fleet,Total Employees,Male,Hispanic/Latino,1.0
13795,2018-06-30,2018,Facilities and Fleet,Total Employees,Male,Multiracial,0.0
13796,2018-06-30,2018,Facilities and Fleet,Total Employees,Male,Native American,0.0
13797,2018-06-30,2018,Facilities and Fleet,Total Employees,Male,Total,36.0
13798,2018-06-30,2018,Facilities and Fleet,Total Employees,Male,White,34.0
13799,2018-06-30,2018,Facilities and Fleet,Total Employees,Total,Asian,0.0
13800,2018-06-30,2018,Facilities and Fleet,Total Employees,Total,Black/African-American,1.0
13801,2018-06-30,2018,Facilities and Fleet,Total Employees,Total,Hispanic/Latino,1.0
13802,2018-06-30,2018,Facilities and Fleet,Total Employees,Total,Multiracial,1.0
13803,2018-06-30,2018,Facilities and Fleet,Total Employees,Total,Native American,0.0
13804,2018-06-30,2018,Facilities and Fleet,Total Employees,Total,Total,41.0
13805,2018-06-30,2018,Facilities and Fleet,Total Employees,Total,White,38.0
13806,2018-06-30,2018,Fire Department,Total Employees,Female,Asian,0.0
13807,2018-06-30,2018,Fire Department,Total Employees,Female,Black/African-American,1.0
13808,2018-06-30,2018,Fire Department,Total Employees,Female,Hispanic/Latino,0.0
13809,2018-06-30,2018,Fire Department,Total Employees,Female,Multiracial,0.0
13810,2018-06-30,2018,Fire Department,Total Employees,Female,Native American,0.0
13811,2018-06-30,2018,Fire Department,Total Employees,Female,Total,13.0
13812,2018-06-30,2018,Fire Department,Total Employees,Female,White,12.0
13813,2018-06-30,2018,Fire Department,Total Employees,Male,Asian,0.0
13814,2018-06-30,2018,Fire Department,Total Employees,Male,Black/African-American,5.0
13815,2018-06-30,2018,Fire Department,Total Employees,Male,Hispanic/Latino,4.0
13816,2018-06-30,2018,Fire Department,Total Employees,Male,Multiracial,2.0
13817,2018-06-30,2018,Fire Department,Total Employees,Male,Native American,0.0
13818,2018-06-30,2018,Fire Department,Total Employees,Male,Total,182.0
13819,2018-06-30,2018,Fire Department,Total Employees,Male,White,171.0
13820,2018-06-30,2018,Fire Department,Total Employees,Total,Asian,0.0
13821,2018-06-30,2018,Fire Department,Total Employees,Total,Black/African-American,6.0
13822,2018-06-30,2018,Fire Department,Total Employees,Total,Hispanic/Latino,4.0
13823,2018-06-30,2018,Fire Department,Total Employees,Total,Multiracial,2.0
13824,2018-06-30,2018,Fire Department,Total Employees,Total,Native American,0.0
13825,2018-06-30,2018,Fire Department,Total Employees,Total,Total,195.0
13826,2018-06-30,2018,Fire Department,Total Employees,Total,White,183.0
13827,2018-06-30,2018,Fiscal Services,Total Employees,Female,Asian,0.0
13828,2018-06-30,2018,Fiscal Services,Total Employees,Female,Black/African-American,0.0
13829,2018-06-30,2018,Fiscal Services,Total Employees,Female,Hispanic/Latino,0.0
13830,2018-06-30,2018,Fiscal Services,Total Employees,Female,Multiracial,0.0
13831,2018-06-30,2018,Fiscal Services,Total Employees,Female,Native American,0.0
13832,2018-06-30,2018,Fiscal Services,Total Employees,Female,Total,5.0
13833,2018-06-30,2018,Fiscal Services,Total Employees,Female,White,5.0
13834,2018-06-30,2018,Fiscal Services,Total Employees,Male,Asian,0.0
13835,2018-06-30,2018,Fiscal Services,Total Employees,Male,Black/African-American,0.0
13836,2018-06-30,2018,Fiscal Services,Total Employees,Male,Hispanic/Latino,1.0
13837,2018-06-30,2018,Fiscal Services,Total Employees,Male,Multiracial,0.0
13838,2018-06-30,2018,Fiscal Services,Total Employees,Male,Native American,0.0
13839,2018-06-30,2018,Fiscal Services,Total Employees,Male,Total,5.0
13840,2018-06-30,2018,Fiscal Services,Total Employees,Male,White,4.0
13841,2018-06-30,2018,Fiscal Services,Total Employees,Total,Asian,0.0
13842,2018-06-30,2018,Fiscal Services,Total Employees,Total,Black/African-American,0.0
13843,2018-06-30,2018,Fiscal Services,Total Employees,Total,Hispanic/Latino,1.0
13844,2018-06-30,2018,Fiscal Services,Total Employees,Total,Multiracial,0.0
13845,2018-06-30,2018,Fiscal Services,Total Employees,Total,Native American,0.0
13846,2018-06-30,2018,Fiscal Services,Total Employees,Total,Total,10.0
13847,2018-06-30,2018,Fiscal Services,Total Employees,Total,White,9.0
13848,2018-06-30,2018,Human Resources,Total Employees,Female,Asian,1.0
13849,2018-06-30,2018,Human Resources,Total Employees,Female,Black/African-American,4.0
13850,2018-06-30,2018,Human Resources,Total Employees,Female,Hispanic/Latino,0.0
13851,2018-06-30,2018,Human Resources,Total Employees,Female,Multiracial,0.0
13852,2018-06-30,2018,Human Resources,Total Employees,Female,Native American,1.0
13853,2018-06-30,2018,Human Resources,Total Employees,Female,Total,10.0
13854,2018-06-30,2018,Human Resources,Total Employees,Female,White,4.0
13855,2018-06-30,2018,Human Resources,Total Employees,Male,Asian,1.0
13856,2018-06-30,2018,Human Resources,Total Employees,Male,Black/African-American,1.0
13857,2018-06-30,2018,Human Resources,Total Employees,Male,Hispanic/Latino,2.0
13858,2018-06-30,2018,Human Resources,Total Employees,Male,Multiracial,0.0
13859,2018-06-30,2018,Human Resources,Total Employees,Male,Native American,0.0
13860,2018-06-30,2018,Human Resources,Total Employees,Male,Total,9.0
13861,2018-06-30,2018,Human Resources,Total Employees,Male,White,5.0
13862,2018-06-30,2018,Human Resources,Total Employees,Total,Asian,2.0
13863,2018-06-30,2018,Human Resources,Total Employees,Total,Black/African-American,5.0
13864,2018-06-30,2018,Human Resources,Total Employees,Total,Hispanic/Latino,2.0
13865,2018-06-30,2018,Human Resources,Total Employees,Total,Multiracial,0.0
13866,2018-06-30,2018,Human Resources,Total Employees,Total,Native American,1.0
13867,2018-06-30,2018,Human Resources,Total Employees,Total,Total,19.0
13868,2018-06-30,2018,Human Resources,Total Employees,Total,White,9.0
13869,2018-06-30,2018,Income Tax,Total Employees,Female,Asian,0.0
13870,2018-06-30,2018,Income Tax,Total Employees,Female,Black/African-American,0.0
13871,2018-06-30,2018,Income Tax,Total Employees,Female,Hispanic/Latino,0.0
13872,2018-06-30,2018,Income Tax,Total Employees,Female,Multiracial,0.0
13873,2018-06-30,2018,Income Tax,Total Employees,Female,Native American,0.0
13874,2018-06-30,2018,Income Tax,Total Employees,Female,Total,8.0
13875,2018-06-30,2018,Income Tax,Total Employees,Female,White,8.0
13876,2018-06-30,2018,Income Tax,Total Employees,Male,Asian,0.0
13877,2018-06-30,2018,Income Tax,Total Employees,Male,Black/African-American,2.0
13878,2018-06-30,2018,Income Tax,Total Employees,Male,Hispanic/Latino,1.0
13879,2018-06-30,2018,Income Tax,Total Employees,Male,Multiracial,0.0
13880,2018-06-30,2018,Income Tax,Total Employees,Male,Native American,0.0
13881,2018-06-30,2018,Income Tax,Total Employees,Male,Total,7.0
13882,2018-06-30,2018,Income Tax,Total Employees,Male,White,4.0
13883,2018-06-30,2018,Income Tax,Total Employees,Total,Asian,0.0
13884,2018-06-30,2018,Income Tax,Total Employees,Total,Black/African-American,2.0
13885,2018-06-30,2018,Income Tax,Total Employees,Total,Hispanic/Latino,1.0
13886,2018-06-30,2018,Income Tax,Total Employees,Total,Multiracial,0.0
13887,2018-06-30,2018,Income Tax,Total Employees,Total,Native American,0.0
13888,2018-06-30,2018,Income Tax,Total Employees,Total,Total,15.0
13889,2018-06-30,2018,Income Tax,Total Employees,Total,White,12.0
13890,2018-06-30,2018,Information Technology,Total Employees,Male,Asian,0.0
13891,2018-06-30,2018,Information Technology,Total Employees,Male,Black/African-American,0.0
13892,2018-06-30,2018,Information Technology,Total Employees,Male,Hispanic/Latino,0.0
13893,2018-06-30,2018,Information Technology,Total Employees,Male,Multiracial,0.0
13894,2018-06-30,2018,Information Technology,Total Employees,Male,Native American,0.0
13895,2018-06-30,2018,Information Technology,Total Employees,Male,Total,3.0
13896,2018-06-30,2018,Information Technology,Total Employees,Male,White,3.0
13897,2018-06-30,2018,Information Technology,Total Employees,Total,Asian,0.0
13898,2018-06-30,2018,Information Technology,Total Employees,Total,Black/African-American,0.0
13899,2018-06-30,2018,Information Technology,Total Employees,Total,Hispanic/Latino,0.0
13900,2018-06-30,2018,Information Technology,Total Employees,Total,Multiracial,0.0
13901,2018-06-30,2018,Information Technology,Total Employees,Total,Native American,0.0
13902,2018-06-30,2018,Information Technology,Total Employees,Total,Total,3.0
13903,2018-06-30,2018,Information Technology,Total Employees,Total,White,3.0
13904,2018-06-30,2018,Library,Total Employees,Female,Asian,0.0
13905,2018-06-30,2018,Library,Total Employees,Female,Black/African-American,6.0
13906,2018-06-30,2018,Library,Total Employees,Female,Hispanic/Latino,0.0
13907,2018-06-30,2018,Library,Total Employees,Female,Multiracial,0.0
13908,2018-06-30,2018,Library,Total Employees,Female,Native American,0.0
13909,2018-06-30,2018,Library,Total Employees,Female,Total,28.0
13910,2018-06-30,2018,Library,Total Employees,Female,White,22.0
13911,2018-06-30,2018,Library,Total Employees,Male,Asian,0.0
13912,2018-06-30,2018,Library,Total Employees,Male,Black/African-American,2.0
13913,2018-06-30,2018,Library,Total Employees,Male,Hispanic/Latino,0.0
13914,2018-06-30,2018,Library,Total Employees,Male,Multiracial,0.0
13915,2018-06-30,2018,Library,Total Employees,Male,Native American,0.0
13916,2018-06-30,2018,Library,Total Employees,Male,Total,17.0
